Circuit_Type,No_Of_Transistors,Activity_Factor,Capacitance,Leakage_current,Short_ckt_Current,Short_ckt_Power,Static_Power,Dynamic_Power
XOR,10,0.346,5.908991e-07,1.9049e-08,9.866e-09,9.866e-09,1.9049e-08,1.0222554e-07
D Flip-Flop,18,0.713,6.6306927e-07,9.445e-09,2.0305e-08,2.0305e-08,9.445e-09,2.3638419e-07
Inverter,2,0.057,2.74265e-08,1.4241e-08,6.545e-09,6.545e-09,1.4241e-08,7.8166e-10
XOR,10,0.414,2.4945094e-07,1.1296e-08,1.6542e-08,1.6542e-08,1.1296e-08,5.163634e-08
AND,6,0.708,4.3666113e-07,2.1783e-08,2.657e-09,2.657e-09,2.1783e-08,1.5457804e-07
OR,6,0.235,3.3865718e-07,2.1981e-08,5.99e-10,5.99e-10,2.1981e-08,3.979222e-08
XNOR,10,0.797,8.8532895e-07,8.659e-09,2.485e-09,2.485e-09,8.659e-09,3.5280359e-07
D Flip-Flop,18,0.634,7.8983164e-07,2.384e-09,8.053e-09,8.053e-09,2.384e-09,2.5037663e-07
XOR,10,0.592,6.2963131e-07,4.273e-09,8.74e-10,8.74e-10,4.273e-09,1.8637087e-07
AND,6,0.36,3.4466199e-07,9.238e-09,1.5799e-08,1.5799e-08,9.238e-09,6.203916e-08
XNOR,10,0.488,7.0366562e-07,1.415e-08,7.982e-09,7.982e-09,1.415e-08,1.7169441e-07
OR,6,0.601,8.4520163e-07,1.6454e-08,1.8436e-08,1.8436e-08,1.6454e-08,2.5398309e-07
OR,6,0.478,5.9888207e-07,8.351e-09,1.243e-09,1.243e-09,8.351e-09,1.4313281e-07
D Flip-Flop,18,0.701,7.8661685e-07,1.6721e-08,5.496e-09,5.496e-09,1.6721e-08,2.7570921e-07
XOR,10,0.439,7.5161391e-07,2.345e-08,1.0259e-08,1.0259e-08,2.345e-08,1.6497925e-07
Inverter,2,0.21,5.7601994e-07,1.6335e-08,9.628e-09,9.628e-09,1.6335e-08,6.048209e-08
OR,6,0.222,3.1906138e-07,4.048e-09,3.362e-09,3.362e-09,4.048e-09,3.541581e-08
Inverter,2,0.016,7.4832434e-07,1.4534e-08,2.4854e-08,2.4854e-08,1.4534e-08,5.98659e-09
Inverter,2,0.308,2.147284e-07,1.3593e-08,7.183e-09,7.183e-09,1.3593e-08,3.306817e-08
D Flip-Flop,18,0.751,7.8169346e-07,2.178e-08,1.8054e-08,1.8054e-08,2.178e-08,2.9352589e-07
XNOR,10,0.796,8.0650123e-07,8.823e-09,5.579e-09,5.579e-09,8.823e-09,3.2098749e-07
Mux,16,0.21,8.2392343e-07,1.0631e-08,2.1958e-08,2.1958e-08,1.0631e-08,8.651196e-08
NOR,4,0.959,4.7818681e-07,1.5007e-08,9.755e-09,9.755e-09,1.5007e-08,2.2929058e-07
NOR,4,0.507,2.0055596e-07,1.3158e-08,2.2532e-08,2.2532e-08,1.3158e-08,5.084094e-08
OR,6,0.918,1.0872636e-07,1.8004e-08,8.612e-09,8.612e-09,1.8004e-08,4.99054e-08
Mux,16,0.71,7.4592764e-07,1.106e-09,3.15e-10,3.15e-10,1.106e-09,2.6480431e-07
XNOR,10,0.725,8.8739877e-07,1.4132e-08,1.2974e-08,1.2974e-08,1.4132e-08,3.2168205e-07
Mux,16,0.094,6.5432998e-07,3.13e-09,1.3167e-08,1.3167e-08,3.13e-09,3.075351e-08
D Flip-Flop,18,0.228,1.5271846e-07,7.949e-09,3.084e-09,3.084e-09,7.949e-09,1.74099e-08
OR,6,0.019,9.3554748e-07,1.6575e-08,5.951e-09,5.951e-09,1.6575e-08,8.8877e-09
Inverter,2,0.719,9.8921099e-07,4.02e-09,1.9609e-08,1.9609e-08,4.02e-09,3.5562135e-07
OR,6,0.351,4.3904482e-07,7.79e-09,1.015e-09,1.015e-09,7.79e-09,7.705237e-08
NOR,4,0.789,5.9887704e-07,1.7605e-08,1.2289e-08,1.2289e-08,1.7605e-08,2.3625699e-07
XNOR,10,0.346,7.7945623e-07,1.6305e-08,1.3307e-08,1.3307e-08,1.6305e-08,1.3484593e-07
Mux,16,0.821,7.3902589e-07,2.367e-09,1.7249e-08,1.7249e-08,2.367e-09,3.0337013e-07
XNOR,10,0.139,9.6810932e-07,1.4474e-08,1.033e-09,1.033e-09,1.4474e-08,6.72836e-08
D Flip-Flop,18,0.182,1.2373426e-07,3.767e-09,1.4683e-08,1.4683e-08,3.767e-09,1.125982e-08
OR,6,0.347,5.8491762e-07,6.382e-09,1.77e-10,1.77e-10,6.382e-09,1.0148321e-07
XOR,10,0.414,6.9501211e-07,1.1534e-08,6.703e-09,6.703e-09,1.1534e-08,1.4386751e-07
OR,6,0.355,8.9119744e-07,2.823e-09,1.2542e-08,1.2542e-08,2.823e-09,1.5818755e-07
Inverter,2,0.766,8.7536853e-07,2.4842e-08,2.2791e-08,2.2791e-08,2.4842e-08,3.3526615e-07
OR,6,0.106,9.782198e-07,4.218e-09,3.252e-09,3.252e-09,4.218e-09,5.184565e-08
AND,6,0.358,5.1695767e-07,1.9555e-08,4.315e-09,4.315e-09,1.9555e-08,9.253542e-08
D Flip-Flop,18,0.839,8.3245326e-07,2.0763e-08,1.6764e-08,1.6764e-08,2.0763e-08,3.4921414e-07
NAND,4,0.076,4.3300889e-07,2.4862e-08,9.434e-09,9.434e-09,2.4862e-08,1.645434e-08
D Flip-Flop,18,0.943,4.2809074e-07,1.0773e-08,1.5623e-08,1.5623e-08,1.0773e-08,2.0184478e-07
Mux,16,0.986,2.6081488e-07,2.1865e-08,2.4937e-08,2.4937e-08,2.1865e-08,1.2858174e-07
NAND,4,0.098,8.2005491e-07,2.3943e-08,2.4673e-08,2.4673e-08,2.3943e-08,4.018269e-08
Mux,16,0.298,9.8595695e-07,4.405e-09,8.907e-09,8.907e-09,4.405e-09,1.4690759e-07
Mux,16,0.379,2.6377831e-07,1.2038e-08,1.2648e-08,1.2648e-08,1.2038e-08,4.998599e-08
Inverter,2,0.779,6.557027e-08,1.594e-09,2.2627e-08,2.2627e-08,1.594e-09,2.553962e-08
Inverter,2,0.6,8.1738701e-07,1.5556e-08,2.395e-09,2.395e-09,1.5556e-08,2.452161e-07
NOR,4,0.648,6.2402775e-07,1.4577e-08,1.1362e-08,1.1362e-08,1.4577e-08,2.0218499e-07
NOR,4,0.76,9.6010181e-07,5.183e-09,9.502e-09,9.502e-09,5.183e-09,3.6483869e-07
XOR,10,0.127,2.5971683e-07,1.9968e-08,7.443e-09,7.443e-09,1.9968e-08,1.649202e-08
NAND,4,0.835,8.031738e-08,1.028e-09,2.4856e-08,2.4856e-08,1.028e-09,3.353251e-08
XNOR,10,0.709,4.9751784e-07,2.0175e-08,1.8365e-08,1.8365e-08,2.0175e-08,1.7637007e-07
OR,6,0.582,9.461136e-08,7.63e-10,9.78e-09,9.78e-09,7.63e-10,2.753191e-08
OR,6,0.891,2.691721e-07,1.6455e-08,2.0743e-08,2.0743e-08,1.6455e-08,1.1991617e-07
Mux,16,0.703,1.3471808e-07,2.061e-09,1.2293e-08,1.2293e-08,2.061e-09,4.735341e-08
NOR,4,0.21,2.3189086e-07,6.356e-09,2.1833e-08,2.1833e-08,6.356e-09,2.434854e-08
Mux,16,0.435,1.1508321e-07,1.8076e-08,6.733e-09,6.733e-09,1.8076e-08,2.50306e-08
AND,6,0.499,9.5436694e-07,7.082e-09,5.668e-09,5.668e-09,7.082e-09,2.3811455e-07
AND,6,0.065,2.8577709e-07,1.2828e-08,6.257e-09,6.257e-09,1.2828e-08,9.28776e-09
XNOR,10,0.955,4.4945861e-07,2.289e-08,1.3508e-08,1.3508e-08,2.289e-08,2.1461649e-07
Inverter,2,0.137,8.9962569e-07,1.336e-09,7.354e-09,7.354e-09,1.336e-09,6.162436e-08
Inverter,2,0.7,6.8054837e-07,2.0296e-08,3.763e-09,3.763e-09,2.0296e-08,2.3819193e-07
NOR,4,0.511,6.2185711e-07,1.725e-09,2.4866e-08,2.4866e-08,1.725e-09,1.5888449e-07
NOR,4,0.035,7.0850756e-07,3.257e-09,2.2521e-08,2.2521e-08,3.257e-09,1.239888e-08
AND,6,0.926,8.3053403e-07,3.071e-09,1.5912e-08,1.5912e-08,3.071e-09,3.8453726e-07
Inverter,2,0.853,8.7889258e-07,2.4853e-08,2.2299e-08,2.2299e-08,2.4853e-08,3.7484769e-07
NAND,4,0.529,6.4621327e-07,4.587e-09,2.3393e-08,2.3393e-08,4.587e-09,1.7092341e-07
NAND,4,0.237,8.911072e-07,2.2429e-08,1.6935e-08,1.6935e-08,2.2429e-08,1.055962e-07
NOR,4,0.13,5.4004355e-07,2.4774e-08,1.3015e-08,1.3015e-08,2.4774e-08,3.510283e-08
Mux,16,0.37,2.8451795e-07,9.656e-09,2.2062e-08,2.2062e-08,9.656e-09,5.263582e-08
Inverter,2,0.263,8.8127594e-07,1.5813e-08,1.4238e-08,1.4238e-08,1.5813e-08,1.1588779e-07
NAND,4,0.512,5.460581e-07,1.9499e-08,3.257e-09,3.257e-09,1.9499e-08,1.3979087e-07
Inverter,2,0.967,9.0707621e-07,9.877e-09,9.235e-09,9.235e-09,9.877e-09,4.3857135e-07
D Flip-Flop,18,0.579,4.976614e-08,4.129e-09,1.1203e-08,1.1203e-08,4.129e-09,1.44073e-08
OR,6,0.891,4.0354059e-07,1.0901e-08,2.3391e-08,2.3391e-08,1.0901e-08,1.7977733e-07
AND,6,0.654,9.4832697e-07,1.932e-08,1.6514e-08,1.6514e-08,1.932e-08,3.1010292e-07
Inverter,2,0.48,2.5715359e-07,1.9541e-08,2.1894e-08,2.1894e-08,1.9541e-08,6.171686e-08
OR,6,0.856,9.4212088e-07,5.84e-09,1.8964e-08,1.8964e-08,5.84e-09,4.0322774e-07
D Flip-Flop,18,0.477,9.5436344e-07,4.457e-09,7.816e-09,7.816e-09,4.457e-09,2.2761568e-07
Inverter,2,0.87,8.8332089e-07,2.3022e-08,1.7996e-08,1.7996e-08,2.3022e-08,3.8424459e-07
NOR,4,0.299,5.6803136e-07,1.196e-09,4.963e-09,4.963e-09,1.196e-09,8.492069e-08
OR,6,0.138,6.5047005e-07,1.8395e-08,1.0263e-08,1.0263e-08,1.8395e-08,4.488243e-08
Inverter,2,0.857,8.7092083e-07,1.256e-09,2.0172e-08,2.0172e-08,1.256e-09,3.7318958e-07
OR,6,0.592,7.7813811e-07,2.0964e-08,1.5337e-08,1.5337e-08,2.0964e-08,2.3032888e-07
D Flip-Flop,18,0.89,6.3379291e-07,2.2645e-08,2.0653e-08,2.0653e-08,2.2645e-08,2.8203784e-07
Inverter,2,0.938,9.8243681e-07,7.506e-09,6.442e-09,6.442e-09,7.506e-09,4.6076286e-07
Inverter,2,0.063,6.8881987e-07,1.941e-09,1.8769e-08,1.8769e-08,1.941e-09,2.169783e-08
Inverter,2,0.506,9.7572717e-07,1.2069e-08,5.138e-09,5.138e-09,1.2069e-08,2.4685897e-07
XNOR,10,0.381,6.681459e-08,7.532e-09,1.3678e-08,1.3678e-08,7.532e-09,1.272818e-08
NOR,4,0.63,1.4757077e-07,1.0487e-08,1.0895e-08,1.0895e-08,1.0487e-08,4.648479e-08
D Flip-Flop,18,0.796,4.5694426e-07,1.6658e-08,1.3956e-08,1.3956e-08,1.6658e-08,1.8186382e-07
XNOR,10,0.288,3.9103067e-07,5.325e-09,3.475e-09,3.475e-09,5.325e-09,5.630842e-08
Mux,16,0.561,7.8490749e-07,8.988e-09,9.095e-09,9.095e-09,8.988e-09,2.2016655e-07
XNOR,10,0.712,1.6900789e-07,1.9586e-08,1.6706e-08,1.6706e-08,1.9586e-08,6.016681e-08
AND,6,0.143,9.7633423e-07,1.613e-08,1.4007e-08,1.4007e-08,1.613e-08,6.98079e-08
AND,6,0.816,3.2191522e-07,8.224e-09,1.3769e-08,1.3769e-08,8.224e-09,1.3134141e-07
Inverter,2,0.61,4.3463447e-07,1.6641e-08,1.282e-08,1.282e-08,1.6641e-08,1.3256351e-07
XNOR,10,0.95,2.8199758e-07,1.9156e-08,2.3603e-08,2.3603e-08,1.9156e-08,1.3394885e-07
Mux,16,0.346,5.8356998e-07,1.4853e-08,2.3371e-08,2.3371e-08,1.4853e-08,1.0095761e-07
XNOR,10,0.117,6.804241e-08,6.063e-09,9.068e-09,9.068e-09,6.063e-09,3.98048e-09
NOR,4,0.511,1.5818073e-07,1.06e-10,8.862e-09,8.862e-09,1.06e-10,4.041518e-08
NOR,4,0.095,7.4833973e-07,2.0091e-08,1.3917e-08,1.3917e-08,2.0091e-08,3.554614e-08
Mux,16,0.97,1.9463558e-07,2.0584e-08,2.481e-09,2.481e-09,2.0584e-08,9.439826e-08
XNOR,10,0.048,2.4315931e-07,1.747e-08,7.645e-09,7.645e-09,1.747e-08,5.83582e-09
OR,6,0.756,7.9505241e-07,2.007e-09,5.849e-09,5.849e-09,2.007e-09,3.0052981e-07
NOR,4,0.53,1.0236817e-07,1.4672e-08,5.662e-09,5.662e-09,1.4672e-08,2.712757e-08
NOR,4,0.375,4.4309908e-07,2.0543e-08,1.5999e-08,1.5999e-08,2.0543e-08,8.308108e-08
NAND,4,0.075,3.283275e-08,9.803e-09,9.67e-09,9.67e-09,9.803e-09,1.23123e-09
XNOR,10,0.626,3.5333933e-07,5.03e-09,4.362e-09,4.362e-09,5.03e-09,1.1059521e-07
NOR,4,0.589,7.0199159e-07,1.4732e-08,2.2201e-08,2.2201e-08,1.4732e-08,2.0673652e-07
D Flip-Flop,18,0.288,9.920225e-08,2.0675e-08,2.1866e-08,2.1866e-08,2.0675e-08,1.428512e-08
XNOR,10,0.911,8.8945128e-07,1.317e-09,2.1575e-08,2.1575e-08,1.317e-09,4.0514506e-07
AND,6,0.311,9.1040405e-07,1.4964e-08,9.83e-09,9.83e-09,1.4964e-08,1.4156783e-07
NAND,4,0.455,1.1394047e-07,1.6115e-08,1.519e-09,1.519e-09,1.6115e-08,2.592146e-08
NOR,4,0.548,9.9082511e-07,1.5099e-08,2.758e-09,2.758e-09,1.5099e-08,2.7148608e-07
NAND,4,0.109,3.0455426e-07,1.6286e-08,6.974e-09,6.974e-09,1.6286e-08,1.659821e-08
AND,6,0.933,9.326065e-08,1.5821e-08,5.577e-09,5.577e-09,1.5821e-08,4.350609e-08
Mux,16,0.381,1.501644e-08,3.347e-09,2.1862e-08,2.1862e-08,3.347e-09,2.86063e-09
Mux,16,0.09,4.1443767e-07,5.95e-09,2.466e-08,2.466e-08,5.95e-09,1.86497e-08
XNOR,10,0.393,6.3351189e-07,1.5513e-08,2.0435e-08,2.0435e-08,1.5513e-08,1.2448509e-07
AND,6,0.604,3.3885746e-07,5.41e-10,1.8273e-08,1.8273e-08,5.41e-10,1.0233495e-07
XOR,10,0.519,8.3835019e-07,1.5905e-08,1.4757e-08,1.4757e-08,1.5905e-08,2.1755187e-07
XOR,10,0.698,7.1944021e-07,1.6668e-08,1.9271e-08,1.9271e-08,1.6668e-08,2.5108463e-07
XNOR,10,0.065,3.5665992e-07,6.055e-09,2.3681e-08,2.3681e-08,6.055e-09,1.159145e-08
Inverter,2,0.292,7.3696657e-07,1.4994e-08,1.5073e-08,1.5073e-08,1.4994e-08,1.0759712e-07
NAND,4,0.821,9.4108286e-07,1.3399e-08,3.95e-09,3.95e-09,1.3399e-08,3.8631451e-07
NAND,4,0.089,1.0216504e-07,6.591e-09,4.18e-09,4.18e-09,6.591e-09,4.54634e-09
Mux,16,0.857,3.1304292e-07,1.1628e-08,1.4638e-08,1.4638e-08,1.1628e-08,1.3413889e-07
XOR,10,0.101,4.6869268e-07,2.275e-08,8.403e-09,8.403e-09,2.275e-08,2.366898e-08
NOR,4,0.836,5.0301023e-07,1.0722e-08,2.2765e-08,2.2765e-08,1.0722e-08,2.1025828e-07
NOR,4,0.367,5.4677369e-07,1.5783e-08,1.533e-08,1.533e-08,1.5783e-08,1.0033297e-07
NOR,4,0.616,3.0762064e-07,9.8e-10,1.6945e-08,1.6945e-08,9.8e-10,9.474716e-08
Mux,16,0.161,6.7058705e-07,2.037e-09,2.45e-10,2.45e-10,2.037e-09,5.398226e-08
AND,6,0.076,6.4863366e-07,2.125e-09,1.2521e-08,1.2521e-08,2.125e-09,2.464808e-08
OR,6,0.224,5.8204329e-07,1.9478e-08,1.0836e-08,1.0836e-08,1.9478e-08,6.518885e-08
XOR,10,0.137,1.226241e-07,8.821e-09,1.7676e-08,1.7676e-08,8.821e-09,8.39975e-09
XOR,10,0.319,4.8219821e-07,5.768e-09,9.628e-09,9.628e-09,5.768e-09,7.691061e-08
NAND,4,0.519,3.6266462e-07,1.8708e-08,2.4417e-08,2.4417e-08,1.8708e-08,9.411147e-08
Inverter,2,0.593,4.9612809e-07,4.332e-09,1.6788e-08,1.6788e-08,4.332e-09,1.4710198e-07
XNOR,10,0.792,9.2264777e-07,6.238e-09,1.6532e-08,1.6532e-08,6.238e-09,3.6536852e-07
NAND,4,0.66,4.8572603e-07,1.083e-08,2.2992e-08,2.2992e-08,1.083e-08,1.6028959e-07
AND,6,0.613,2.384098e-08,8.353e-09,2.4881e-08,2.4881e-08,8.353e-09,7.30726e-09
XNOR,10,0.418,4.4444837e-07,1.4676e-08,5.026e-09,5.026e-09,1.4676e-08,9.288971e-08
XOR,10,0.479,8.224417e-07,8.512e-09,2.0282e-08,2.0282e-08,8.512e-09,1.9697479e-07
AND,6,0.42,7.8226031e-07,9.884e-09,4.142e-09,4.142e-09,9.884e-09,1.6427467e-07
XNOR,10,0.844,5.1825617e-07,2.1586e-08,1.148e-08,1.148e-08,2.1586e-08,2.187041e-07
D Flip-Flop,18,0.238,2.5727132e-07,2.2125e-08,2.595e-09,2.595e-09,2.2125e-08,3.061529e-08
OR,6,0.016,4.7043778e-07,2.071e-08,1.5622e-08,1.5622e-08,2.071e-08,3.7635e-09
XOR,10,0.655,5.680652e-07,2.1634e-08,1.1766e-08,1.1766e-08,2.1634e-08,1.8604135e-07
Inverter,2,0.21,9.9987272e-07,1.4286e-08,1.5755e-08,1.5755e-08,1.4286e-08,1.0498664e-07
NOR,4,0.891,6.4773631e-07,1.6191e-08,1.6981e-08,1.6981e-08,1.6191e-08,2.8856653e-07
D Flip-Flop,18,0.86,6.9732228e-07,1.3974e-08,1.5524e-08,1.5524e-08,1.3974e-08,2.9984858e-07
NOR,4,0.086,4.965396e-07,1.9661e-08,7.421e-09,7.421e-09,1.9661e-08,2.13512e-08
OR,6,0.115,3.6094466e-07,1.382e-08,2.094e-08,2.094e-08,1.382e-08,2.075432e-08
XNOR,10,0.5,8.1482345e-07,2.866e-09,1.3837e-08,1.3837e-08,2.866e-09,2.0370586e-07
Mux,16,0.613,4.99983e-07,2.0259e-08,1.2297e-08,1.2297e-08,2.0259e-08,1.5324479e-07
Inverter,2,0.282,9.9474323e-07,1.9039e-08,2.4678e-08,2.4678e-08,1.9039e-08,1.402588e-07
OR,6,0.72,4.6254937e-07,2.0525e-08,7.159e-09,7.159e-09,2.0525e-08,1.6651777e-07
NOR,4,0.599,7.732028e-08,4.842e-09,1.3248e-08,1.3248e-08,4.842e-09,2.315742e-08
D Flip-Flop,18,0.332,6.8575236e-07,6.863e-09,1.709e-08,1.709e-08,6.863e-09,1.1383489e-07
XOR,10,0.035,5.617504e-08,7.464e-09,3.218e-09,3.218e-09,7.464e-09,9.8306e-10
D Flip-Flop,18,0.753,2.5799658e-07,1.2751e-08,8.921e-09,8.921e-09,1.2751e-08,9.713571e-08
D Flip-Flop,18,0.223,3.6020087e-07,3.434e-09,2.0062e-08,2.0062e-08,3.434e-09,4.01624e-08
Mux,16,0.836,7.4208875e-07,9.696e-09,5.995e-09,5.995e-09,9.696e-09,3.101931e-07
Mux,16,0.426,4.9929357e-07,4.636e-09,1.2383e-08,1.2383e-08,4.636e-09,1.0634953e-07
AND,6,0.581,3.835947e-08,6.693e-09,1.5803e-08,1.5803e-08,6.693e-09,1.114343e-08
AND,6,0.874,6.2068135e-07,1.7689e-08,1.6812e-08,1.6812e-08,1.7689e-08,2.7123775e-07
XNOR,10,0.865,4.1732188e-07,2.1385e-08,1.8235e-08,1.8235e-08,2.1385e-08,1.8049171e-07
AND,6,0.378,9.2261616e-07,6.7e-10,2.1663e-08,2.1663e-08,6.7e-10,1.7437445e-07
NAND,4,0.217,5.0456669e-07,1.4191e-08,9.882e-09,9.882e-09,1.4191e-08,5.474549e-08
Inverter,2,0.777,7.1188539e-07,9.98e-10,1.7695e-08,1.7695e-08,9.98e-10,2.7656747e-07
NAND,4,0.439,2.2667981e-07,2.223e-09,1.8331e-08,1.8331e-08,2.223e-09,4.975622e-08
NAND,4,0.2,7.6336383e-07,1.7657e-08,7.577e-09,7.577e-09,1.7657e-08,7.633638e-08
NOR,4,0.905,7.2374576e-07,1.8417e-08,2.4207e-08,2.4207e-08,1.8417e-08,3.2749496e-07
OR,6,0.206,9.0504089e-07,2.0368e-08,2.1644e-08,2.1644e-08,2.0368e-08,9.321921e-08
NAND,4,0.036,4.348343e-08,1.1909e-08,7.318e-09,7.318e-09,1.1909e-08,7.827e-10
Inverter,2,0.03,4.5302569e-07,2.1509e-08,1.6909e-08,1.6909e-08,2.1509e-08,6.79539e-09
Mux,16,0.626,6.8236385e-07,4.254e-09,1.7973e-08,1.7973e-08,4.254e-09,2.1357989e-07
XNOR,10,0.665,1.0421226e-07,6.318e-09,1.0844e-08,1.0844e-08,6.318e-09,3.465058e-08
NOR,4,0.318,4.1649803e-07,3.449e-09,2.1607e-08,2.1607e-08,3.449e-09,6.622319e-08
Mux,16,0.327,9.4272514e-07,1.9959e-08,1.7287e-08,1.7287e-08,1.9959e-08,1.5413556e-07
NOR,4,0.346,4.4157515e-07,5.794e-09,1.6488e-08,1.6488e-08,5.794e-09,7.63925e-08
Inverter,2,0.683,9.8555074e-07,3.972e-09,5.599e-09,5.599e-09,3.972e-09,3.3656558e-07
D Flip-Flop,18,0.068,6.627067e-08,1.5615e-08,1.0255e-08,1.0255e-08,1.5615e-08,2.2532e-09
XOR,10,0.93,7.2065148e-07,2.019e-09,1.0905e-08,1.0905e-08,2.019e-09,3.3510294e-07
OR,6,0.23,5.8520607e-07,1.218e-09,1.8368e-08,1.8368e-08,1.218e-09,6.72987e-08
Mux,16,1.0,5.0553428e-07,2.757e-09,1.5498e-08,1.5498e-08,2.757e-09,2.5276714e-07
OR,6,0.18,9.7113893e-07,1.06e-10,2.238e-09,2.238e-09,1.06e-10,8.74025e-08
D Flip-Flop,18,0.774,1.383539e-07,1.7455e-08,7.762e-09,7.762e-09,1.7455e-08,5.354296e-08
XOR,10,0.231,8.9703896e-07,1.41e-08,1.1879e-08,1.1879e-08,1.41e-08,1.03608e-07
OR,6,0.09,6.9432801e-07,5.326e-09,1.8445e-08,1.8445e-08,5.326e-09,3.124476e-08
OR,6,0.876,2.6640611e-07,5.902e-09,1.8615e-08,1.8615e-08,5.902e-09,1.1668588e-07
Mux,16,0.86,9.0265245e-07,2.0293e-08,1.2315e-08,1.2315e-08,2.0293e-08,3.8814055e-07
AND,6,0.41,4.3500197e-07,1.2595e-08,3.012e-09,3.012e-09,1.2595e-08,8.91754e-08
XOR,10,0.705,8.1608505e-07,1.7493e-08,7.393e-09,7.393e-09,1.7493e-08,2.8766998e-07
D Flip-Flop,18,0.561,3.9494815e-07,1.1374e-08,6.442e-09,6.442e-09,1.1374e-08,1.1078296e-07
XOR,10,0.854,8.5242152e-07,6.019e-09,1.9548e-08,1.9548e-08,6.019e-09,3.6398399e-07
Inverter,2,0.322,6.4026283e-07,2.4263e-08,4.582e-09,4.582e-09,2.4263e-08,1.0308232e-07
AND,6,0.528,1.4963617e-07,1.4185e-08,1.1677e-08,1.1677e-08,1.4185e-08,3.950395e-08
Inverter,2,0.491,6.5316653e-07,3.361e-09,1.6801e-08,1.6801e-08,3.361e-09,1.6035238e-07
D Flip-Flop,18,0.36,1.9943132e-07,1.0212e-08,2.4123e-08,2.4123e-08,1.0212e-08,3.589764e-08
Mux,16,0.893,4.178034e-07,8.301e-09,2.4981e-08,2.4981e-08,8.301e-09,1.8654922e-07
Mux,16,0.174,1.7859263e-07,5.431e-09,2.3828e-08,2.3828e-08,5.431e-09,1.553756e-08
D Flip-Flop,18,0.158,3.179595e-08,2.3343e-08,1.7984e-08,1.7984e-08,2.3343e-08,2.51188e-09
NOR,4,0.581,2.1976767e-07,2.2035e-08,1.8686e-08,1.8686e-08,2.2035e-08,6.384251e-08
D Flip-Flop,18,0.661,5.410083e-07,5.059e-09,1.9004e-08,1.9004e-08,5.059e-09,1.7880324e-07
AND,6,0.203,4.8674536e-07,8.868e-09,2.1579e-08,2.1579e-08,8.868e-09,4.940465e-08
NAND,4,0.397,5.0648212e-07,1.9082e-08,2.3799e-08,2.3799e-08,1.9082e-08,1.005367e-07
Mux,16,0.947,2.5521001e-07,5.292e-09,1.1198e-08,1.1198e-08,5.292e-09,1.2084194e-07
XNOR,10,0.254,6.8830959e-07,1.483e-08,1.0471e-08,1.0471e-08,1.483e-08,8.741532e-08
AND,6,0.672,7.0722065e-07,1.7525e-08,1.1566e-08,1.1566e-08,1.7525e-08,2.3762614e-07
AND,6,0.743,3.6438815e-07,1.6384e-08,1.6529e-08,1.6529e-08,1.6384e-08,1.353702e-07
AND,6,0.454,8.8235839e-07,1.769e-08,1.9409e-08,1.9409e-08,1.769e-08,2.0029535e-07
OR,6,0.938,6.4758298e-07,1.7697e-08,2.1777e-08,2.1777e-08,1.7697e-08,3.0371642e-07
AND,6,0.739,7.1590888e-07,2.4124e-08,1.146e-08,1.146e-08,2.4124e-08,2.6452833e-07
Mux,16,0.463,2.8456652e-07,8.728e-09,9.148e-09,9.148e-09,8.728e-09,6.587715e-08
NAND,4,0.574,1.060552e-08,2.1977e-08,2.4585e-08,2.4585e-08,2.1977e-08,3.04378e-09
NAND,4,0.696,8.6672186e-07,6.43e-10,5.874e-09,5.874e-09,6.43e-10,3.0161921e-07
AND,6,0.596,8.2420014e-07,7.276e-09,5.628e-09,5.628e-09,7.276e-09,2.4561164e-07
Inverter,2,0.88,1.3195997e-07,1.312e-09,1.7914e-08,1.7914e-08,1.312e-09,5.806239e-08
Mux,16,0.363,3.8036408e-07,1.6315e-08,4.573e-09,4.573e-09,1.6315e-08,6.903608e-08
Mux,16,0.307,6.6472592e-07,2.61e-09,1.0045e-08,1.0045e-08,2.61e-09,1.0203543e-07
XOR,10,0.222,6.5558975e-07,2.1158e-08,7.38e-09,7.38e-09,2.1158e-08,7.277046e-08
NOR,4,0.047,8.6174683e-07,1.62e-08,4.301e-09,4.301e-09,1.62e-08,2.025105e-08
NOR,4,0.053,1.4886548e-07,8.18e-10,1.4535e-08,1.4535e-08,8.18e-10,3.94494e-09
Inverter,2,0.871,4.3564035e-07,1.7898e-08,9.4e-09,9.4e-09,1.7898e-08,1.8972137e-07
NOR,4,0.682,1.0625217e-07,2.1565e-08,1.161e-08,1.161e-08,2.1565e-08,3.623199e-08
XOR,10,0.664,3.956993e-07,1.6562e-08,4.977e-09,4.977e-09,1.6562e-08,1.3137217e-07
D Flip-Flop,18,0.618,2.495637e-08,8.6e-10,1.922e-08,1.922e-08,8.6e-10,7.71152e-09
NOR,4,0.851,8.9929033e-07,2.1462e-08,7.936e-09,7.936e-09,2.1462e-08,3.8264804e-07
Mux,16,0.485,5.3177356e-07,1.8338e-08,8.634e-09,8.634e-09,1.8338e-08,1.2895509e-07
D Flip-Flop,18,0.872,8.5130424e-07,9.523e-09,6.379e-09,6.379e-09,9.523e-09,3.7116865e-07
NOR,4,0.366,6.930565e-08,8.283e-09,1.0917e-08,1.0917e-08,8.283e-09,1.268293e-08
Mux,16,0.927,2.3518353e-07,1.2048e-08,1.1643e-08,1.1643e-08,1.2048e-08,1.0900757e-07
